,Name,Individual voxel z-score,Individual voxel Posterior prob,Seed-based network Func conn. (r),Seed-based network Meta-analytic coact. (r),x,y,z,"x, y, z"
1193,supplementary motor,0.0,0.48,-0.08,0.02,10,10,10,"10, 10, 10"
1194,suppressed,-0.0,0.57,-0.01,0.0,10,10,10,"10, 10, 10"
1195,suppression,-0.0,0.39,-0.01,-0.0,10,10,10,"10, 10, 10"
1196,supramarginal,0.0,0.49,-0.01,-0.01,10,10,10,"10, 10, 10"
1197,supramarginal gyrus,0.0,0.49,-0.02,-0.01,10,10,10,"10, 10, 10"
1198,sustained,0.0,0.55,0.0,-0.01,10,10,10,"10, 10, 10"
1199,sustained attention,0.0,0.58,0.0,-0.0,10,10,10,"10, 10, 10"
1200,switch,-0.0,0.61,0.02,0.02,10,10,10,"10, 10, 10"
1201,switching,-0.0,0.62,0.01,0.02,10,10,10,"10, 10, 10"
1202,symbolic,-0.0,0.68,-0.0,0.04,10,10,10,"10, 10, 10"
1203,symptom,0.0,0.57,0.0,-0.0,10,10,10,"10, 10, 10"
1204,symptom severity,-0.0,0.66,-0.0,0.0,10,10,10,"10, 10, 10"
1205,symptoms,-0.0,0.5,0.0,0.0,10,10,10,"10, 10, 10"
1206,syntactic,-0.0,0.48,0.05,0.02,10,10,10,"10, 10, 10"
1207,tactile,-0.0,0.58,-0.15,-0.04,10,10,10,"10, 10, 10"
1208,tapping,0.0,0.37,-0.07,-0.01,10,10,10,"10, 10, 10"
1209,target,0.0,0.51,-0.06,0.01,10,10,10,"10, 10, 10"
1210,target detection,0.0,0.5,0.0,-0.0,10,10,10,"10, 10, 10"
1211,targets,-0.0,0.47,-0.03,-0.01,10,10,10,"10, 10, 10"
1212,task,-0.0,0.54,0.13,0.22,10,10,10,"10, 10, 10"
1213,task demands,-0.0,0.31,0.01,0.0,10,10,10,"10, 10, 10"
1214,task difficulty,0.0,0.4,0.05,0.08,10,10,10,"10, 10, 10"
1215,task positive,-0.0,0.38,0.03,-0.01,10,10,10,"10, 10, 10"
1216,task relevant,0.0,0.3,-0.02,0.0,10,10,10,"10, 10, 10"
1217,tasks,0.0,0.52,0.05,0.12,10,10,10,"10, 10, 10"
1218,taste,0.0,0.62,0.01,0.01,10,10,10,"10, 10, 10"
1219,td,-0.0,0.4,-0.01,-0.01,10,10,10,"10, 10, 10"
1220,tegmental,-0.0,0.76,0.1,0.12,10,10,10,"10, 10, 10"
1221,temporal,0.0,0.46,-0.1,-0.09,10,10,10,"10, 10, 10"
1222,temporal cortex,0.0,0.31,-0.08,-0.04,10,10,10,"10, 10, 10"
1223,temporal cortices,-0.0,0.6,0.0,-0.01,10,10,10,"10, 10, 10"
1224,temporal frontal,0.0,0.26,-0.03,-0.02,10,10,10,"10, 10, 10"
1225,temporal gyri,-0.0,0.54,-0.03,-0.02,10,10,10,"10, 10, 10"
1226,temporal gyrus,0.0,0.47,-0.04,-0.04,10,10,10,"10, 10, 10"
1227,temporal inferior,0.0,0.24,-0.01,-0.0,10,10,10,"10, 10, 10"
1228,temporal lobe,-0.0,0.4,-0.05,-0.02,10,10,10,"10, 10, 10"
1229,temporal lobes,-0.0,0.36,-0.05,-0.03,10,10,10,"10, 10, 10"
1230,temporal occipital,0.0,0.58,-0.05,-0.02,10,10,10,"10, 10, 10"
1231,temporal parietal,0.0,0.49,-0.0,-0.01,10,10,10,"10, 10, 10"
1232,temporal pole,0.0,0.55,-0.04,-0.04,10,10,10,"10, 10, 10"
1233,temporal sulcus,0.0,0.37,-0.1,-0.04,10,10,10,"10, 10, 10"
1234,temporale,-0.0,0.0,-0.08,-0.04,10,10,10,"10, 10, 10"
1235,temporo,0.0,0.37,-0.0,-0.02,10,10,10,"10, 10, 10"
1236,temporo parietal,-0.0,0.36,0.01,-0.02,10,10,10,"10, 10, 10"
1237,temporoparietal,0.0,0.5,0.01,-0.02,10,10,10,"10, 10, 10"
1238,temporoparietal junction,-0.0,0.37,0.02,-0.03,10,10,10,"10, 10, 10"
1239,thalamic,0.0,0.59,0.16,0.14,10,10,10,"10, 10, 10"
1240,thalamus,0.0,0.6,0.28,0.26,10,10,10,"10, 10, 10"
1241,theory,-0.0,0.59,0.04,-0.02,10,10,10,"10, 10, 10"
1242,theory mind,-0.0,0.42,0.06,-0.03,10,10,10,"10, 10, 10"
1243,therapy,-0.0,0.52,-0.0,0.0,10,10,10,"10, 10, 10"
1244,thinking,0.0,0.45,0.02,-0.02,10,10,10,"10, 10, 10"
1245,thought,0.0,0.61,0.01,-0.0,10,10,10,"10, 10, 10"
1246,thoughts,-0.0,0.4,0.02,-0.01,10,10,10,"10, 10, 10"
1247,threatening,-0.0,0.34,-0.02,-0.01,10,10,10,"10, 10, 10"
1248,time task,-0.0,0.57,0.0,0.02,10,10,10,"10, 10, 10"
1249,timing,0.0,0.58,0.01,-0.02,10,10,10,"10, 10, 10"
1250,tom,0.0,0.39,0.06,-0.03,10,10,10,"10, 10, 10"
1251,tone,0.0,-0.0,-0.04,-0.03,10,10,10,"10, 10, 10"
1252,tools,-0.0,-0.0,-0.07,-0.02,10,10,10,"10, 10, 10"
1253,touch,-0.0,0.41,-0.13,-0.04,10,10,10,"10, 10, 10"
1254,tpj,0.0,0.38,0.01,-0.02,10,10,10,"10, 10, 10"
1255,track,0.0,0.67,-0.01,-0.0,10,10,10,"10, 10, 10"
1256,tracking,0.0,0.47,-0.04,-0.02,10,10,10,"10, 10, 10"
1257,trait,0.0,0.52,0.02,-0.0,10,10,10,"10, 10, 10"
1258,traits,-0.0,0.51,0.03,0.01,10,10,10,"10, 10, 10"
1259,uncertain,-0.0,0.48,0.01,0.0,10,10,10,"10, 10, 10"
1260,uncertainty,0.0,0.44,0.05,0.04,10,10,10,"10, 10, 10"
1261,unexpected,0.0,0.54,-0.0,-0.01,10,10,10,"10, 10, 10"
1262,unfamiliar,-0.0,0.41,-0.06,-0.02,10,10,10,"10, 10, 10"
1263,unilateral,-0.0,0.26,-0.03,-0.01,10,10,10,"10, 10, 10"
1264,unimodal,0.0,0.56,-0.03,-0.02,10,10,10,"10, 10, 10"
1265,unpleasant,0.0,0.58,-0.0,0.0,10,10,10,"10, 10, 10"
1266,updating,0.0,0.64,0.0,-0.01,10,10,10,"10, 10, 10"
1267,v1,-0.0,0.43,-0.15,-0.04,10,10,10,"10, 10, 10"
1268,v5,0.0,0.19,-0.17,-0.04,10,10,10,"10, 10, 10"
1269,valence,0.0,0.52,0.03,0.01,10,10,10,"10, 10, 10"
1270,value,0.0,0.55,0.09,0.16,10,10,10,"10, 10, 10"
1271,values,0.0,0.48,-0.01,0.0,10,10,10,"10, 10, 10"
1272,ventral,-0.0,0.57,0.09,0.2,10,10,10,"10, 10, 10"
1273,ventral anterior,-0.0,0.37,0.01,-0.0,10,10,10,"10, 10, 10"
1274,ventral dorsal,-0.0,0.62,0.01,0.0,10,10,10,"10, 10, 10"
1275,ventral medial,-0.0,0.4,0.01,-0.0,10,10,10,"10, 10, 10"
1276,ventral premotor,-0.0,0.36,-0.15,-0.04,10,10,10,"10, 10, 10"
1277,ventral striatum,-0.0,0.66,0.14,0.24,10,10,10,"10, 10, 10"
1278,ventral tegmental,-0.0,0.76,0.1,0.12,10,10,10,"10, 10, 10"
1279,ventral visual,-0.0,0.54,-0.14,-0.04,10,10,10,"10, 10, 10"
1280,ventrolateral,0.0,0.47,0.09,0.04,10,10,10,"10, 10, 10"
1281,ventrolateral prefrontal,-0.0,0.39,0.06,0.04,10,10,10,"10, 10, 10"
1282,ventromedial,-0.0,0.53,0.02,-0.01,10,10,10,"10, 10, 10"
1283,ventromedial prefrontal,0.0,0.54,0.03,-0.0,10,10,10,"10, 10, 10"
1284,verb,-0.0,0.45,0.07,0.03,10,10,10,"10, 10, 10"
1285,verbal,-0.0,0.45,0.08,0.07,10,10,10,"10, 10, 10"
1286,verbal fluency,0.0,0.38,0.02,0.01,10,10,10,"10, 10, 10"
1287,verbal working,-0.0,0.34,0.05,-0.01,10,10,10,"10, 10, 10"
1288,verbs,-0.0,0.42,0.03,0.01,10,10,10,"10, 10, 10"
1289,vermis,-0.0,0.48,0.03,-0.06,10,10,10,"10, 10, 10"
1290,vi,-0.0,0.4,0.05,-0.08,10,10,10,"10, 10, 10"
1291,video,0.0,0.49,-0.13,-0.04,10,10,10,"10, 10, 10"
1292,video clips,-0.0,0.0,-0.13,-0.04,10,10,10,"10, 10, 10"
1293,videos,0.0,0.43,-0.14,-0.04,10,10,10,"10, 10, 10"
1294,viewing,-0.0,0.38,-0.15,-0.04,10,10,10,"10, 10, 10"
1295,violations,0.0,0.49,0.01,0.0,10,10,10,"10, 10, 10"
1296,virtual,0.0,0.53,-0.07,-0.02,10,10,10,"10, 10, 10"
1297,vision,-0.0,0.57,-0.18,-0.04,10,10,10,"10, 10, 10"
1298,visual,-0.0,0.45,-0.37,-0.1,10,10,10,"10, 10, 10"
1299,visual attention,0.0,0.38,-0.06,-0.01,10,10,10,"10, 10, 10"
1300,visual auditory,-0.0,0.52,-0.05,-0.03,10,10,10,"10, 10, 10"
1301,visual cortex,0.0,0.46,-0.13,-0.03,10,10,10,"10, 10, 10"
1302,visual cortices,0.0,0.39,-0.09,-0.03,10,10,10,"10, 10, 10"
1303,visual field,-0.0,0.58,-0.07,-0.02,10,10,10,"10, 10, 10"
1304,visual information,0.0,0.27,-0.03,-0.0,10,10,10,"10, 10, 10"
1305,visual motion,-0.0,0.25,-0.15,-0.04,10,10,10,"10, 10, 10"
1306,visual perception,-0.0,0.24,-0.11,-0.02,10,10,10,"10, 10, 10"
1307,visual stimuli,-0.0,0.53,-0.04,-0.01,10,10,10,"10, 10, 10"
1308,visual stimulus,0.0,-0.0,-0.01,-0.01,10,10,10,"10, 10, 10"
1309,visual stream,0.0,0.49,-0.11,-0.03,10,10,10,"10, 10, 10"
1310,visual word,0.0,0.4,-0.06,-0.02,10,10,10,"10, 10, 10"
1311,visually,-0.0,0.28,-0.12,-0.02,10,10,10,"10, 10, 10"
1312,visually presented,0.0,0.34,-0.01,-0.01,10,10,10,"10, 10, 10"
1313,visuo,0.0,0.41,-0.09,-0.02,10,10,10,"10, 10, 10"
1314,visuo spatial,-0.0,0.51,-0.04,-0.01,10,10,10,"10, 10, 10"
1315,visuomotor,-0.0,0.5,-0.1,-0.02,10,10,10,"10, 10, 10"
1316,visuospatial,0.0,0.4,-0.1,-0.0,10,10,10,"10, 10, 10"
1317,vlpfc,0.0,0.55,0.04,0.0,10,10,10,"10, 10, 10"
1318,vmpfc,-0.0,0.39,0.03,-0.01,10,10,10,"10, 10, 10"
1319,vocal,-0.0,0.47,-0.08,-0.03,10,10,10,"10, 10, 10"
1320,voice,-0.0,0.0,-0.05,-0.03,10,10,10,"10, 10, 10"
1321,vs,-0.0,0.51,0.0,0.0,10,10,10,"10, 10, 10"
1322,vulnerability,0.0,0.41,-0.0,-0.0,10,10,10,"10, 10, 10"
1323,watching,0.0,0.51,-0.05,-0.02,10,10,10,"10, 10, 10"
1324,wm,0.0,0.52,0.05,0.06,10,10,10,"10, 10, 10"
1325,wm task,0.0,0.65,0.03,0.02,10,10,10,"10, 10, 10"
1326,word,-0.0,0.48,0.04,0.03,10,10,10,"10, 10, 10"
1327,word form,-0.0,0.45,-0.05,-0.03,10,10,10,"10, 10, 10"
1328,word pairs,0.0,0.41,0.01,-0.0,10,10,10,"10, 10, 10"
1329,word recognition,-0.0,0.54,-0.02,-0.02,10,10,10,"10, 10, 10"
1330,words,-0.0,0.44,0.02,0.01,10,10,10,"10, 10, 10"
1331,working,0.0,0.52,0.11,0.15,10,10,10,"10, 10, 10"
1332,working memory,-0.0,0.53,0.11,0.15,10,10,10,"10, 10, 10"
1333,written,0.0,0.44,-0.02,-0.02,10,10,10,"10, 10, 10"
0,abilities,-0.0,0.31,-0.01,-0.0,20,20,20,"20, 20, 20"
1,ability,0.0,0.62,-0.01,-0.0,20,20,20,"20, 20, 20"
2,abstract,-0.0,-0.0,-0.0,-0.0,20,20,20,"20, 20, 20"
3,abuse,0.0,0.0,0.01,-0.0,20,20,20,"20, 20, 20"
4,acc,-0.0,0.59,0.12,0.09,20,20,20,"20, 20, 20"
5,accumbens,0.0,-0.0,0.02,0.01,20,20,20,"20, 20, 20"
6,accuracy,,0.45,0.0,0.0,20,20,20,"20, 20, 20"
7,accurate,0.0,0.51,0.0,-0.0,20,20,20,"20, 20, 20"
8,accurately,0.0,0.5,0.01,-0.0,20,20,20,"20, 20, 20"
9,acoustic,-0.0,0.0,-0.06,-0.01,20,20,20,"20, 20, 20"
10,act,0.0,0.0,-0.0,-0.0,20,20,20,"20, 20, 20"
11,action,0.0,0.51,-0.05,-0.02,20,20,20,"20, 20, 20"
12,action observation,0.0,0.53,-0.06,-0.02,20,20,20,"20, 20, 20"
13,actions,-0.0,0.29,-0.03,-0.01,20,20,20,"20, 20, 20"
14,acts,0.0,0.0,0.0,0.0,20,20,20,"20, 20, 20"
15,ad,0.0,0.67,-0.01,0.0,20,20,20,"20, 20, 20"
16,adaptation,-0.0,0.56,0.0,-0.0,20,20,20,"20, 20, 20"
17,add,0.0,0.76,-0.0,-0.0,20,20,20,"20, 20, 20"
18,addiction,0.0,0.75,0.0,-0.0,20,20,20,"20, 20, 20"
19,addition,-0.0,0.57,0.0,-0.0,20,20,20,"20, 20, 20"
20,adhd,-0.0,0.48,0.01,-0.0,20,20,20,"20, 20, 20"
21,adolescence,0.0,0.62,-0.0,-0.0,20,20,20,"20, 20, 20"
22,adolescent,-0.0,0.59,-0.0,-0.0,20,20,20,"20, 20, 20"
23,adolescents,-0.0,0.64,-0.0,-0.0,20,20,20,"20, 20, 20"
24,adult,,0.69,0.0,0.0,20,20,20,"20, 20, 20"
25,adulthood,0.0,0.8,0.03,0.01,20,20,20,"20, 20, 20"
26,adults,-0.0,0.59,-0.0,-0.0,20,20,20,"20, 20, 20"
27,affect,-0.0,0.63,-0.02,-0.0,20,20,20,"20, 20, 20"
28,affective,-0.0,0.34,-0.03,-0.01,20,20,20,"20, 20, 20"
29,age,0.0,0.67,0.01,0.07,20,20,20,"20, 20, 20"
30,agent,-0.0,-0.0,-0.0,-0.0,20,20,20,"20, 20, 20"
31,aging,0.0,0.7,0.01,0.01,20,20,20,"20, 20, 20"
32,al,0.0,0.59,-0.0,-0.0,20,20,20,"20, 20, 20"
33,alcohol,-0.0,0.5,0.01,-0.0,20,20,20,"20, 20, 20"
34,alff,0.0,0.53,0.0,-0.0,20,20,20,"20, 20, 20"
35,alpha,0.0,0.54,0.13,0.08,20,20,20,"20, 20, 20"
36,alzheimer,-0.0,0.67,-0.02,-0.0,20,20,20,"20, 20, 20"
37,alzheimer disease,-0.0,0.67,-0.02,-0.0,20,20,20,"20, 20, 20"
38,ambiguous,0.0,0.5,0.0,-0.0,20,20,20,"20, 20, 20"
39,amnestic,0.0,-0.0,-0.0,-0.01,20,20,20,"20, 20, 20"
40,amygdala,0.0,0.54,-0.06,-0.01,20,20,20,"20, 20, 20"
41,amygdala anterior,-0.0,-0.0,-0.04,-0.0,20,20,20,"20, 20, 20"
42,amygdala hippocampus,-0.0,0.0,-0.06,-0.01,20,20,20,"20, 20, 20"
43,amygdala insula,-0.0,0.58,-0.05,-0.01,20,20,20,"20, 20, 20"
44,amygdala response,-0.0,0.7,-0.04,-0.01,20,20,20,"20, 20, 20"
45,amygdala responses,-0.0,-0.0,-0.06,-0.01,20,20,20,"20, 20, 20"
46,anger,-0.0,0.75,-0.03,-0.01,20,20,20,"20, 20, 20"
47,angry,0.0,0.45,-0.05,-0.01,20,20,20,"20, 20, 20"
48,angular,0.0,0.58,-0.02,-0.01,20,20,20,"20, 20, 20"
49,angular gyrus,-0.0,0.56,-0.02,-0.01,20,20,20,"20, 20, 20"
50,animal,-0.0,0.62,-0.0,-0.0,20,20,20,"20, 20, 20"
51,animals,0.0,0.44,0.01,-0.0,20,20,20,"20, 20, 20"
52,anterior,0.0,0.51,0.1,0.08,20,20,20,"20, 20, 20"
53,anterior cingulate,-0.0,0.54,0.15,0.09,20,20,20,"20, 20, 20"
54,anterior hippocampus,0.0,0.0,-0.05,-0.01,20,20,20,"20, 20, 20"
55,anterior insula,0.0,-0.0,-0.01,0.0,20,20,20,"20, 20, 20"
56,anterior insular,-0.0,-0.0,-0.02,-0.01,20,20,20,"20, 20, 20"
57,anterior intraparietal,0.0,0.75,-0.05,-0.01,20,20,20,"20, 20, 20"
58,anterior medial,0.0,-0.0,0.01,-0.0,20,20,20,"20, 20, 20"
59,anterior posterior,-0.0,0.62,-0.01,-0.0,20,20,20,"20, 20, 20"
60,anterior prefrontal,0.0,-0.0,0.05,-0.0,20,20,20,"20, 20, 20"
61,anterior superior,0.0,0.0,-0.03,-0.01,20,20,20,"20, 20, 20"
62,anterior temporal,-0.0,0.0,-0.09,-0.01,20,20,20,"20, 20, 20"
63,anticipation,-0.0,0.46,0.07,0.01,20,20,20,"20, 20, 20"
64,anticipatory,0.0,0.5,0.01,-0.0,20,20,20,"20, 20, 20"
65,anxiety,-0.0,0.6,-0.05,-0.0,20,20,20,"20, 20, 20"
66,anxiety disorders,-0.0,0.58,-0.03,-0.0,20,20,20,"20, 20, 20"
67,aphasia,0.0,0.62,-0.01,-0.01,20,20,20,"20, 20, 20"
68,appraisal,-0.0,-0.0,0.01,-0.0,20,20,20,"20, 20, 20"
69,approach,,0.4,0.0,0.0,20,20,20,"20, 20, 20"
70,arithmetic,0.0,0.73,-0.03,-0.01,20,20,20,"20, 20, 20"
71,arm,0.0,0.0,-0.04,-0.01,20,20,20,"20, 20, 20"
72,arousal,-0.0,0.3,-0.04,-0.01,20,20,20,"20, 20, 20"
73,arterial,0.0,0.72,-0.01,-0.0,20,20,20,"20, 20, 20"
74,arterial spin,-0.0,0.58,-0.01,-0.0,20,20,20,"20, 20, 20"
75,articulatory,0.0,0.75,-0.01,-0.0,20,20,20,"20, 20, 20"
76,asd,0.0,0.79,-0.02,-0.0,20,20,20,"20, 20, 20"
77,association,0.0,0.67,0.0,0.0,20,20,20,"20, 20, 20"
78,associations,0.0,0.73,-0.01,-0.0,20,20,20,"20, 20, 20"
79,associative,0.0,0.57,-0.02,-0.01,20,20,20,"20, 20, 20"
80,asymmetry,-0.0,0.65,-0.01,-0.0,20,20,20,"20, 20, 20"
81,atrophy,0.0,0.66,-0.01,-0.01,20,20,20,"20, 20, 20"
82,attend,-0.0,0.0,0.0,-0.0,20,20,20,"20, 20, 20"
83,attended,-0.0,0.47,-0.0,-0.0,20,20,20,"20, 20, 20"
84,attending,0.0,-0.0,-0.01,-0.0,20,20,20,"20, 20, 20"
85,attention,0.0,0.52,-0.04,-0.0,20,20,20,"20, 20, 20"
86,attention deficit,0.0,0.46,0.0,-0.0,20,20,20,"20, 20, 20"
87,attention network,0.0,-0.0,-0.04,-0.01,20,20,20,"20, 20, 20"
88,attention task,0.0,0.74,-0.01,-0.0,20,20,20,"20, 20, 20"
89,attentional,0.0,0.59,-0.03,-0.0,20,20,20,"20, 20, 20"
90,attentional control,-0.0,0.48,-0.0,-0.0,20,20,20,"20, 20, 20"
91,attenuation,0.0,-0.0,0.01,-0.0,20,20,20,"20, 20, 20"
92,audiovisual,-0.0,0.0,-0.05,-0.01,20,20,20,"20, 20, 20"
93,auditory,-0.0,0.54,-0.08,-0.01,20,20,20,"20, 20, 20"
94,auditory cortex,-0.0,0.59,-0.07,-0.01,20,20,20,"20, 20, 20"
95,auditory stimuli,0.0,-0.0,-0.04,-0.01,20,20,20,"20, 20, 20"
96,auditory visual,-0.0,0.46,-0.04,-0.01,20,20,20,"20, 20, 20"
97,autism,-0.0,0.62,-0.0,-0.01,20,20,20,"20, 20, 20"
98,autism spectrum,-0.0,0.7,-0.02,-0.01,20,20,20,"20, 20, 20"
99,autobiographical,-0.0,0.0,-0.02,-0.02,20,20,20,"20, 20, 20"
100,autobiographical memory,-0.0,-0.0,-0.02,-0.02,20,20,20,"20, 20, 20"
101,autonomic,-0.0,0.53,-0.04,-0.01,20,20,20,"20, 20, 20"
102,aversive,-0.0,0.52,-0.04,0.0,20,20,20,"20, 20, 20"
103,avoid,-0.0,0.0,-0.01,-0.0,20,20,20,"20, 20, 20"
104,avoidance,-0.0,-0.0,0.02,-0.0,20,20,20,"20, 20, 20"
105,awareness,0.0,-0.0,0.0,-0.0,20,20,20,"20, 20, 20"
106,ba,0.0,0.7,0.0,-0.0,20,20,20,"20, 20, 20"
107,ba 44,0.0,0.61,0.0,-0.0,20,20,20,"20, 20, 20"
108,balance,0.0,-0.0,-0.01,-0.0,20,20,20,"20, 20, 20"
109,basal,0.0,0.59,0.09,0.07,20,20,20,"20, 20, 20"
110,basal ganglia,-0.0,0.58,0.09,0.07,20,20,20,"20, 20, 20"
111,baseline,0.0,0.46,0.0,0.0,20,20,20,"20, 20, 20"
112,behavior,-0.0,0.39,0.02,-0.0,20,20,20,"20, 20, 20"
113,behavioral,0.0,0.49,-0.01,-0.0,20,20,20,"20, 20, 20"
114,behavioral measures,-0.0,0.57,-0.0,-0.0,20,20,20,"20, 20, 20"
115,behavioral performance,-0.0,0.35,0.01,-0.0,20,20,20,"20, 20, 20"
116,behavioral responses,-0.0,0.0,-0.0,0.01,20,20,20,"20, 20, 20"
117,behaviors,0.0,0.54,-0.0,-0.0,20,20,20,"20, 20, 20"
118,belief,0.0,0.61,-0.02,-0.01,20,20,20,"20, 20, 20"
119,beliefs,-0.0,-0.0,-0.01,-0.01,20,20,20,"20, 20, 20"
120,beta,-0.0,0.68,0.09,0.01,20,20,20,"20, 20, 20"
121,bias,-0.0,0.46,0.0,0.0,20,20,20,"20, 20, 20"
122,bilaterally,-0.0,0.49,0.0,-0.0,20,20,20,"20, 20, 20"
123,bilinguals,0.0,0.84,0.0,-0.01,20,20,20,"20, 20, 20"
124,binding,0.0,0.0,-0.01,-0.0,20,20,20,"20, 20, 20"
125,biomarker,-0.0,-0.0,0.01,0.02,20,20,20,"20, 20, 20"
126,biomarkers,0.0,0.0,0.01,-0.0,20,20,20,"20, 20, 20"
127,bipolar,0.0,-0.0,-0.0,-0.0,20,20,20,"20, 20, 20"
128,bipolar disorder,0.0,0.0,-0.0,-0.0,20,20,20,"20, 20, 20"
129,blind,-0.0,0.58,-0.01,0.0,20,20,20,"20, 20, 20"
130,bodily,0.0,0.0,-0.01,-0.0,20,20,20,"20, 20, 20"
131,body,0.0,0.54,-0.02,-0.01,20,20,20,"20, 20, 20"
132,brains,-0.0,0.68,-0.0,-0.0,20,20,20,"20, 20, 20"
133,brainstem,0.0,0.61,-0.05,-0.01,20,20,20,"20, 20, 20"
134,broca,-0.0,0.71,-0.01,-0.01,20,20,20,"20, 20, 20"
135,brodmann,-0.0,0.74,0.0,-0.0,20,20,20,"20, 20, 20"
136,button,-0.0,-0.0,-0.0,-0.0,20,20,20,"20, 20, 20"
137,calculation,0.0,0.0,-0.04,-0.01,20,20,20,"20, 20, 20"
138,callosum,4.88,0.87,0.16,0.1,20,20,20,"20, 20, 20"
139,capacity,0.0,0.64,0.0,-0.0,20,20,20,"20, 20, 20"
140,capture,-0.0,0.0,-0.01,-0.0,20,20,20,"20, 20, 20"
141,categorical,0.0,0.53,-0.0,-0.0,20,20,20,"20, 20, 20"
142,categories,-0.0,0.0,-0.0,-0.0,20,20,20,"20, 20, 20"
143,categorization,0.0,0.71,0.0,-0.0,20,20,20,"20, 20, 20"
144,category,-0.0,-0.0,0.01,-0.01,20,20,20,"20, 20, 20"
145,caudal,-0.0,0.46,-0.01,-0.01,20,20,20,"20, 20, 20"
146,caudate,4.18,0.75,0.28,0.22,20,20,20,"20, 20, 20"
147,caudate nucleus,-0.0,0.71,0.23,0.18,20,20,20,"20, 20, 20"
148,cerebellar,-0.0,0.34,0.03,-0.02,20,20,20,"20, 20, 20"
149,cerebellum,0.0,0.53,0.03,-0.03,20,20,20,"20, 20, 20"
150,cerebral,0.0,0.5,0.0,-0.0,20,20,20,"20, 20, 20"
151,cerebral cortex,0.0,0.83,-0.0,-0.0,20,20,20,"20, 20, 20"
152,character,0.0,0.54,-0.01,-0.0,20,20,20,"20, 20, 20"
153,characters,0.0,0.0,-0.01,-0.01,20,20,20,"20, 20, 20"
154,childhood,0.0,0.7,0.01,-0.0,20,20,20,"20, 20, 20"
155,children,-0.0,0.63,-0.01,-0.0,20,20,20,"20, 20, 20"
156,chinese,0.0,0.38,0.0,-0.0,20,20,20,"20, 20, 20"
157,choice,0.0,0.44,0.01,-0.0,20,20,20,"20, 20, 20"
158,choices,-0.0,0.4,0.02,-0.01,20,20,20,"20, 20, 20"
159,choose,-0.0,-0.0,0.0,-0.0,20,20,20,"20, 20, 20"
160,chosen,0.0,0.77,-0.0,-0.01,20,20,20,"20, 20, 20"
161,chronic,0.0,0.63,-0.01,-0.0,20,20,20,"20, 20, 20"
162,chronic pain,-0.0,0.0,-0.02,-0.01,20,20,20,"20, 20, 20"
163,cingulate,-0.0,0.55,0.1,0.08,20,20,20,"20, 20, 20"
164,cingulate cortex,0.0,0.46,0.11,0.08,20,20,20,"20, 20, 20"
165,cingulate cortices,-0.0,0.5,-0.0,-0.0,20,20,20,"20, 20, 20"
166,cingulate gyrus,0.0,0.7,0.01,0.0,20,20,20,"20, 20, 20"
167,classical,-0.0,0.61,0.01,-0.0,20,20,20,"20, 20, 20"
168,cognition,-0.0,0.52,-0.0,-0.0,20,20,20,"20, 20, 20"
169,cognitive,0.0,0.52,0.0,-0.0,20,20,20,"20, 20, 20"
170,cognitive control,-0.0,0.61,-0.0,-0.0,20,20,20,"20, 20, 20"
171,cognitive deficits,0.0,0.78,-0.01,-0.0,20,20,20,"20, 20, 20"
172,cognitive emotional,-0.0,0.62,-0.01,-0.01,20,20,20,"20, 20, 20"
173,cognitive function,0.0,0.75,0.01,-0.0,20,20,20,"20, 20, 20"
174,cognitive functions,0.0,0.0,-0.0,-0.0,20,20,20,"20, 20, 20"
175,cognitive impairment,0.0,0.53,-0.01,-0.0,20,20,20,"20, 20, 20"
176,cognitive performance,-0.0,0.8,-0.0,-0.0,20,20,20,"20, 20, 20"
177,cognitive processes,0.0,0.3,-0.0,-0.0,20,20,20,"20, 20, 20"
178,cognitive task,0.0,0.54,0.01,-0.01,20,20,20,"20, 20, 20"
179,cognitive tasks,0.0,0.0,-0.01,-0.0,20,20,20,"20, 20, 20"
180,cognitively,-0.0,0.62,0.0,-0.0,20,20,20,"20, 20, 20"
181,coherence,-0.0,0.5,0.0,0.0,20,20,20,"20, 20, 20"
182,color,-0.0,0.53,-0.01,-0.01,20,20,20,"20, 20, 20"
183,communication,0.0,0.59,-0.02,-0.0,20,20,20,"20, 20, 20"
184,compensate,-0.0,0.57,0.01,0.01,20,20,20,"20, 20, 20"
185,compensation,0.0,0.81,0.0,-0.0,20,20,20,"20, 20, 20"
186,compensatory,0.0,0.44,0.01,-0.0,20,20,20,"20, 20, 20"
187,competing,-0.0,0.66,0.01,-0.0,20,20,20,"20, 20, 20"
188,competition,0.0,0.0,0.06,-0.0,20,20,20,"20, 20, 20"
189,complex,0.0,0.59,-0.01,-0.0,20,20,20,"20, 20, 20"
190,complexity,0.0,0.37,0.0,-0.01,20,20,20,"20, 20, 20"
191,comprehension,-0.0,0.38,-0.03,-0.02,20,20,20,"20, 20, 20"
192,compulsive,-0.0,0.54,0.0,-0.0,20,20,20,"20, 20, 20"
193,compulsive disorder,0.0,0.59,0.0,-0.0,20,20,20,"20, 20, 20"
194,computation,0.0,-0.0,0.0,-0.0,20,20,20,"20, 20, 20"
195,concentration,-0.0,0.77,-0.0,0.0,20,20,20,"20, 20, 20"
196,concept,0.0,0.0,0.0,-0.0,20,20,20,"20, 20, 20"
197,concepts,0.0,-0.0,-0.01,-0.01,20,20,20,"20, 20, 20"
